ID,TAG,NAME,UI_NAME,E_NAME,E_UI_NAME,SYMBOL,COLOR,SLOT,TVAL,SVAL,STR,INT,WIS,DEX,CON,CHA,SRH,STL,MMS,SPD,PVAL,DEPTH,WEIGHT,AP_RATE,COST,CHARGE,MIN_SIZE,MAX_SIZE,BASE_AC,BASE_EV,BASE_VO,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,PLUS_VO,BOW_MUL,MIN_SIZE,MAX_SIZE,MIN_SIZE_PERMIT,MAX_SIZE_PERMIT,ADD_DEPTH_RARITY,FLAGS,DESCRIPTION,E_DESCRIPTION,COMMENT
128,128,革製スモール・シールド,,& Small Leather Shield~,,),U,HAND,SHIELD,2,0,0,0,0,0,0,0,0,0,0,0,3,22,100,15,0,0,0,3,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,,煮固めた動物の革を重ねた小さな木の板いっぱいに伸ばして作った丸い盾だ。,A circular shield of cured animal hide stretched over layered wooden strips.,
129,129,革製ラージ・シールド,,& Large Leather Shield~,,),U,HAND,SHIELD,4,0,0,0,0,0,0,0,0,0,0,0,15,45,100,100,0,0,0,6,0,,1d2,0,0,0,0,0,0,5,15,-2,2,15/1,,重ねた木の板を厚い革で覆った大きな楕円形の盾だ。,A large oval shield made of layered wooden strips with a thick leather covering.,
130,130,金属製スモール・シールド,,& Small Metal Shield~,,),s,HAND,SHIELD,3,0,0,0,0,0,0,0,0,0,0,0,10,29,100,40,0,0,0,5,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,,金属の縁材と中心の円盤で強化した円形の木の盾だ。,A round shield of wood reinforced with metal rims and central disk.,
131,131,金属製ラージ・シールド,,& Large Metal Shield~,,),s,HAND,SHIELD,5,0,0,0,0,0,0,0,0,0,0,0,30,54,100,200,0,0,0,8,0,,1d3,0,0,0,0,0,0,5,15,-2,2,30/1,,革で覆った木の板を金属で縁取った楕円形の盾だ。盾の大きな鉄の突起は素晴らしい腕の防御をもたらす。,An oval shield of wood covered by leather and rimmed with metal.  A large iron shield boss offers excellent hand protection.,##### Rings #####
132,132,腕力,金緑石の,Strength,Alexandrite,=,g,RING,RING,24,6,0,0,0,0,0,0,0,0,0,0,30,0,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,HIDE_TYPE,,,
133,133,器用さ,アメジストの,Dexterity,Amethyst,=,v,RING,RING,26,0,0,0,6,0,0,0,0,0,0,0,30,0,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,HIDE_TYPE,,,
134,134,耐久力,アクアマリンの,Constitution,Aquamarine,=,B,RING,RING,27,0,0,0,0,6,0,0,0,0,0,0,30,0,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,HIDE_TYPE,,,
135,135,電撃,めのうの,Lightning,Azurite,=,B,RING,RING,25,0,0,0,0,0,0,0,0,0,0,0,35,0,100,3000,0,0,0,0,0,,0d0,0,0,15,0,0,0,5,15,-2,2,50/1,RES_ELEC|IGNORE_ELEC|MAGIC_RES_ELEC|BA_ELEC,,,
136,136,スピード,緑柱石の,Speed,Beryl,=,G,RING,RING,31,0,0,0,0,0,0,0,0,0,15,0,80,0,100,50000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,80/1,SPEED|HIDE_TYPE,,,
137,137,探索,血玉随の,Searching,Bloodstone,=,r,RING,RING,23,0,0,0,0,0,0,6,0,0,0,0,5,0,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,SEARCH|HIDE_TYPE,,,
138,138,テレポート,方解石の,Teleportation,Calcite,=,w,RING,RING,4,0,0,0,0,0,0,0,0,0,0,0,5,0,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,RANDOM_TELEPORT|CURSED,,,
139,139,遅消化,赤めのうの,Slow Digestion,Carnelian,=,r,RING,RING,6,0,0,0,0,0,0,0,0,0,0,0,5,0,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/255,SLOW_DIGEST,,,
140,140,耐火,綱玉の,Resist Fire,Corundum,=,s,RING,RING,8,0,0,0,0,0,0,0,0,0,0,0,10,0,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,IGNORE_FIRE|RES_FIRE,,,
141,141,耐冷,ダイアモンドの,Resist Cold,Diamond,=,w,RING,RING,9,0,0,0,0,0,0,0,0,0,0,0,10,0,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,IGNORE_COLD|RES_COLD,,,#JZ#
142,142,浮遊,エメラルドの,Levitation,Emerald,=,g,RING,RING,7,0,0,0,0,0,0,0,0,0,0,0,5,0,100,200,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,LEVITATION,,,
143,143,耐毒,ホタル石の,Poison Resistance,Fluorite,=,G,RING,RING,20,0,0,0,0,0,0,0,0,0,0,0,40,0,100,16000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/2,RES_POIS,,,
144,144,麻痺知らず,ガーネットの,Free Action,Garnet,=,r,RING,RING,21,0,0,0,0,0,0,0,0,0,0,0,20,0,100,1500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,FREE_ACTION,,,
145,145,脆弱,御影石の,Weakness,Granite,=,D,RING,RING,2,-3,0,0,-3,-3,0,0,0,0,0,-5,5,0,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,CURSED|HIDE_TYPE,,,
146,146,火炎,ひすいの,Flames,Jade,=,G,RING,RING,18,0,0,0,0,0,0,0,0,0,0,0,35,0,100,3000,0,0,0,0,0,,0d0,0,0,15,0,0,0,5,15,-2,2,50/1,IGNORE_FIRE|ACTIVATE|RES_FIRE|MAGIC_RES_FIRE|BA_FIRE,,,
147,147,酸,ジャスパーの,Acid,Jasper,=,u,RING,RING,17,0,0,0,0,0,0,0,0,0,0,0,35,0,100,3000,0,0,0,0,0,,0d0,0,0,15,0,0,0,5,15,-2,2,50/1,IGNORE_ACID|ACTIVATE|RES_ACID|MAGIC_RES_ACID|BA_ACID,,,
148,148,氷,青瑠璃の,Ice,Lapis Lazuli,=,b,RING,RING,19,0,0,0,0,0,0,0,0,0,0,0,35,0,100,3000,0,0,0,0,0,,0d0,0,0,15,0,0,0,5,15,-2,2,50/1,IGNORE_COLD|ACTIVATE|RES_COLD|MAGIC_RES_COLD|BA_COLD,,,
149,149,苦悩,クジャク石の,Woe,Malachite,=,g,RING,RING,0,0,0,0,0,0,0,0,0,0,0,-5,50,0,100,0,0,0,0,0,0,,1d1,0,0,-10,0,0,0,5,15,-2,2,50/1,RANDOM_CURSE0,,,
150,150,無知,大理石の,Stupidity,Marble,=,w,RING,RING,3,0,-3,-3,0,0,-3,0,0,0,0,-5,5,0,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,CURSED|HIDE_TYPE,,,
151,151,ダメージ,ムーンストーンの,Damage,Moonstone,=,W,RING,RING,29,0,0,0,0,0,0,0,0,0,0,0,20,0,100,500,0,0,0,0,0,,0d0,0,22,0,0,0,0,5,15,-2,2,20/1,,,,
152,152,精度,縞めのうの,Accuracy,Onyx,=,R,RING,RING,28,0,0,0,0,0,0,0,0,0,0,0,20,0,100,500,0,0,0,0,0,,0d0,22,0,0,0,0,0,5,15,-2,2,20/1,,,,
153,153,守り,オパールの,Protection,Opal,=,W,RING,RING,16,0,0,0,0,0,0,0,0,0,0,0,10,0,100,500,0,0,0,0,0,,1d1,0,0,23,0,0,0,5,15,-2,2,10/1,,,,
154,154,エキサイト・モンスター,真珠の,Aggravate Monster,Pearl,=,w,RING,RING,1,0,0,0,0,0,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,CURSED|ANTIPATHY,,,
155,155,透明物体感知,水晶の,See Invisible,Quartz,=,W,RING,RING,22,0,0,0,0,0,0,0,0,0,0,0,30,0,100,340,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SEE_INVISIBLE,,,
156,156,腕力維持,石英岩の,Sustain Strength,Quartzite,=,W,RING,RING,10,0,0,0,0,0,0,0,0,0,0,0,30,0,100,750,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_STR,,,
157,157,知能維持,ザクロ石の,Sustain Intelligence,Rhodonite,=,R,RING,RING,11,0,0,0,0,0,0,0,0,0,0,0,30,0,100,600,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_INT,,,
158,158,賢さ維持,ルビーの,Sustain Wisdom,Ruby,=,r,RING,RING,12,0,0,0,0,0,0,0,0,0,0,0,30,0,100,600,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_WIS,,,
159,159,耐久力維持,サファイアの,Sustain Constitution,Sapphire,=,b,RING,RING,13,0,0,0,0,0,0,0,0,0,0,0,30,0,100,750,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_CON,,,
160,160,器用さ維持,虎目石の,Sustain Dexterity,Tiger Eye,=,y,RING,RING,14,0,0,0,0,0,0,0,0,0,0,0,30,0,100,750,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_DEX,,,
161,161,魅力維持,トパーズの,Sustain Charisma,Topaz,=,y,RING,RING,15,0,0,0,0,0,0,0,0,0,0,0,30,0,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,SUSTAIN_CHR,,,
162,162,殺戮,トルコ石の,Slaying,Turquoise,=,B,RING,RING,30,0,0,0,0,0,0,0,0,0,0,0,40,0,100,1000,0,0,0,0,0,,0d0,18,18,0,0,0,0,5,15,-2,2,40/1,SHOW_MODS,,,##### Amulets ######JZ#
163,163,知性,琥珀の,Brilliance,Amber,"""",y,AMULET,AMULET,6,0,5,5,0,0,5,0,0,0,0,0,50,1,100,5000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4,SUSTAIN_INT|SUSTAIN_WIS|SUSTAIN_CHR|HIDE_TYPE,,,
164,164,魅力,流木の,Charisma,Driftwood,"""",U,AMULET,AMULET,7,0,0,0,0,0,6,0,0,0,0,0,20,1,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,HIDE_TYPE,,,
165,165,探索,サンゴの,Searching,Coral,"""",w,AMULET,AMULET,5,0,0,0,0,0,0,6,0,0,0,0,30,1,100,600,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/4,SEARCH|HIDE_TYPE,,,
166,166,テレポート,めのうの,Teleportation,Agate,"""",W,AMULET,AMULET,1,0,0,0,0,0,0,0,0,0,0,0,15,1,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,CURSED|RANDOM_TELEPORT,,,
167,167,遅消化,象牙の,Slow Digestion,Ivory,"""",w,AMULET,AMULET,3,0,0,0,0,0,0,0,0,0,0,0,15,1,100,200,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/255,SLOW_DIGEST,,,
168,168,耐酸,黒曜石の,Resist Acid,Obsidian,"""",D,AMULET,AMULET,4,0,0,0,0,0,0,0,0,0,0,0,20,1,100,300,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,RES_ACID,,,
169,169,装飾,骨の,Adornment,Bone,"""",w,AMULET,AMULET,2,0,0,0,0,0,0,0,0,0,0,0,15,1,100,20,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,,,,##### Extra armor ######JZ#
170,170,二重リングメイル,,Double Ring Mail~,,[,s,BODY,HARD_ARMOR,5,0,0,0,0,0,0,0,0,0,0,0,25,103,100,700,0,0,0,15,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,25/1,,,,##### Additional amulets #####
171,171,賢者,真鍮の,the Magi,Brass,"""",U,AMULET,AMULET,8,0,0,0,0,0,0,0,0,0,0,0,50,1,100,30000,0,0,0,0,0,,1d1,0,0,12,0,0,0,5,15,-2,2,50/4:80/3,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|LOW_ESP|XTRA_H_RES|SEARCH,,,
172,172,破壊,青銅の,Destruction,Bronze,"""",U,AMULET,AMULET,0,0,0,0,0,0,0,0,0,0,0,-5,50,1,100,0,0,0,0,0,0,,7d7,-5,-5,-15,-15,0,0,5,15,-2,2,50/1,HIDE_TYPE|RANDOM_CURSE2|CURSED,,,##### Scrolls #####
173,173,武器命中率上昇,尽惨 吸 楚起,Enchant Weapon To-Hit,mipay sun,?,w,INVENTORY,SCROLL,17,0,0,0,0,0,0,0,0,0,0,0,15,2,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,,それは読むと武器の命中修正を強化する。,It increases a weapon's to-hit when you read it.,
174,174,武器ダメージ増加,幻横 尽道 万変,Enchant Weapon To-Dam,batuni blaame,?,w,INVENTORY,SCROLL,18,0,0,0,0,0,0,0,0,0,0,0,15,2,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,,それは読むと武器のダメージ修正を強化する。,It increases a weapon's to-dam when you read it.,
175,175,防具強化,風起 併蛇 用,Enchant Armor,rolsan triple,?,w,INVENTORY,SCROLL,16,0,0,0,0,0,0,0,0,0,0,0,15,2,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,,それは読むと防具のAC修正を強化する。,It increases an armour's to-AC when you read it.,
176,176,鑑定,武一 識断 覇澹,Identify,temeep aks el,?,w,INVENTORY,SCROLL,12,0,0,0,0,0,0,0,0,0,0,0,1,2,100,50,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1:5/1:10/1:30/1,IDENTIFY,それは読むと1個のアイテムを鑑定する。,It identifies an item when you read it.,
177,177,*鑑定*,刀 鳴 故幻,*Identify*,triapp trolpet,?,w,INVENTORY,SCROLL,13,0,0,0,0,0,0,0,0,0,0,0,30,2,100,1500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/2:50/2:80/2:100/2,IDENTIFY_TRUE,それは読むと1個のアイテムの能力を完全に知る。,It reveals all information about an item when you read it.,#JZ#
178,178,噂,胆 肉 用竜,Rumour,an gan nagblaa,?,w,INVENTORY,SCROLL,51,0,0,0,0,0,0,0,0,0,0,0,1,2,100,10,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,それには噂が書かれている。,A rumor is in it.,#JZ#
179,179,ログルス,試 空陽 尽化,Logrus,comp turs,?,w,INVENTORY,SCROLL,50,0,0,0,0,0,0,0,0,0,0,0,100,2,100,10000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,100/8,IGNORE_FIRE|IGNORE_ACID|IGNORE_COLD|IGNORE_ELEC,それは読むと中心部ダメージ1000の巨大なカオスの球を自分を中心として発生する。カオス耐性がなければ自分も111+d111のダメージを受ける。,"It produces a huge chaos ball (damage of core: 1000) centered on you when you read it. If you don't have resistance to chaos, you take 111+d111 damage.",
180,180,解呪,扈 闇歌 身化,Remove Curse,byti sne,?,w,INVENTORY,SCROLL,14,0,0,0,0,0,0,0,0,0,0,0,10,2,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/2:20/1,REMOVE_CURSE_1,それは読むと装備しているアイテムにかかった弱い呪いを解く。,It removes normal curses from equipped items when you read it.,
181,181,光,九 飛腑 魍面,Light,misat dernin,?,w,INVENTORY,SCROLL,24,0,0,0,0,0,0,0,0,0,0,0,0,2,100,15,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,0/1:3/1:10/1,LIGHT_AREA,それは読むと自分の周囲もしくは部屋全体を永久に照らす。,It lights up nearby area or the current room permanently when you read it.,#JZ#
182,182,炎,死没 完後 両,Fire,onip batsat,?,w,INVENTORY,SCROLL,48,0,0,0,0,0,0,0,0,0,0,0,50,2,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4,IGNORE_FIRE,それは読むと中心部ダメージ666の巨大な炎の球を自分を中心として発生する。火炎耐性がなければ自分も50+d50のダメージを受ける。,"It produces a huge fire ball (damage of core: 666) centered on you when you read it. If you don't have resistance to fire, you take 50+d50 damage.",
183,183,氷,転 制 縫尽,Ice,shu urfor,?,w,INVENTORY,SCROLL,49,0,0,0,0,0,0,0,0,0,0,0,75,2,100,5000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,75/6,IGNORE_COLD,それは読むと中心部ダメージ777の巨大な極寒の球を自分を中心として発生する。冷気耐性がなければ自分も100+d100のダメージを受ける。,"It produces a huge ice ball (damage of core: 777) centered on you when you read it. If you don't have resistance to cold, you take 100+d100 damage.",
184,184,サモン・モンスター,起武 痍 陽翔,Summon Monster,binvom cosmung,?,w,INVENTORY,SCROLL,4,0,0,0,0,0,0,0,0,0,0,0,1,2,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,それは読むと複数のモンスターを敵として召喚する。,It summons several monsters as enemies when you read it.,
185,185,ショート・テレポート,幻収 縫 落牙,Phase Door,ankh sanfu bit,?,w,INVENTORY,SCROLL,8,0,0,0,0,0,0,0,0,0,0,0,1,2,100,15,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,BLINK,それは読むと近距離のテレポートをする。,It teleports you a short distance when you read it.,
186,186,テレポート,大 尾歌 胆津,Teleportation,arzemi zunag,?,w,INVENTORY,SCROLL,9,0,0,0,0,0,0,0,0,0,0,0,10,2,100,40,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,ACTIVE_TELEPORT,それは読むと遠距離のテレポートをする。,It teleports you a long distance when you read it.,
187,187,テレポート・レベル,定故 五温 化鳴,Teleport Level,bie xuxuval,?,w,INVENTORY,SCROLL,10,0,0,0,0,0,0,0,0,0,0,0,20,2,100,50,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,,それは読むと瞬時に上か下の階にテレポートする。,It teleports you one dungeon level up or down immediately when you read it.,
188,188,パニック・モンスター,軽 倒 絶疾 夏,Monster Confusion,blaata arze,?,w,INVENTORY,SCROLL,36,0,0,0,0,0,0,0,0,0,0,0,5,2,100,30,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,,それは読むと1度だけモンスターを打撃で混乱させられるようになる。,You can confuse monster you hit just for once when you read it.,
189,189,魔法の地図,陰両 腑 神 万,Magic Mapping,rea fri elip,?,w,INVENTORY,SCROLL,25,0,0,0,0,0,0,0,0,0,0,0,5,2,100,40,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,DETECT_MAP,それは読むと自分の周辺の地形を感知する。,It maps your vicinity when you read it.,
190,190,守りのルーン,実 新牙 邪忍,Rune of Protection,sef unag famur,?,w,INVENTORY,SCROLL,38,0,0,0,0,0,0,0,0,0,0,0,50,2,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4:90/2,,それは読むと自分の足元の床に回避の彫像を作り出す。,It creates a glyph on the floor you stand when you read it.,
191,191,*解呪*,食地 臓臓 扈知,*Remove Curse*,bluju wex blu,?,w,INVENTORY,SCROLL,15,0,0,0,0,0,0,0,0,0,0,0,50,2,100,4000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/2:75/2,REMOVE_CURSE_2,それは読むと装備しているアイテムにかかった弱い呪いと重い呪いを解く。,It removes normal and heavy curses from equipped items when you read it.,
192,192,財宝感知,起転 試覇 柳,Treasure Detection,ner fidtri,?,w,INVENTORY,SCROLL,26,0,0,0,0,0,0,0,0,0,0,0,0,2,100,15,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,0/1,,それは読むと自分の周辺の財宝を感知する。,It detects all treasures in your vicinity when you read it.,
193,193,アイテム感知,覇十 横能 国純,Object Detection,for mic rol,?,w,INVENTORY,SCROLL,27,0,0,0,0,0,0,0,0,0,0,0,0,2,100,15,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,0/1,,それは読むと自分の周辺のアイテムを感知する。,It detects all items in your vicinity when you read it.,
194,194,トラップ感知,魍四 後両 欠縦,Trap Detection,sri nelgun,?,w,INVENTORY,SCROLL,28,0,0,0,0,0,0,0,0,0,0,0,5,2,100,35,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1:10/1,DETECT_TRAPS,それは読むと自分の周辺のトラップを感知する。,It detects all traps in your vicinity when you read it.,##### Extra ammunition ######JZ#
195,195,束矢,,& Sheaf Arrow~,,{,o,AMMO,ARROW,1,0,0,0,0,0,0,0,0,0,0,0,10,1,100,3,0,0,0,0,0,,2d4,0,0,0,0,0,0,5,15,-2,2,20/4:40/2:50/2,SHOW_MODS,,,#JZ#
196,196,ミスリルの弾,,& Mithril Shot~,,{,B,AMMO,SHOT,2,0,0,0,0,0,0,0,0,0,0,0,25,2,100,15,0,0,0,0,0,,4d3,0,0,0,0,0,0,5,15,-2,2,30/3,IGNORE_ACID|IGNORE_COLD|IGNORE_FIRE|IGNORE_ELEC,,,##### Additional scrolls #####
197,197,ドア/階段感知,七 乱能 興飛,Door/Stair Location,sehsat ulkab,?,w,INVENTORY,SCROLL,29,0,0,0,0,0,0,0,0,0,0,0,5,2,100,35,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1:10/1,,それは読むと自分の周辺のドア・階段を感知する。,It detects all doors and stairs in your vicinity when you read it.,
198,198,獲得,胆天 嘗面 刀横,Acquirement,klinej ere,?,w,INVENTORY,SCROLL,46,0,0,0,0,0,0,0,0,0,0,0,20,2,100,100000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/8,,それは読むと1個の高級なアイテムを作り出す。,It creates one great item when you read it.,
199,199,*獲得*,入 痍魑 純闇,*Acquirement*,snetrol uni,?,w,INVENTORY,SCROLL,47,0,0,0,0,0,0,0,0,0,0,0,60,2,100,200000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,60/16,,それは読むと複数の高級なアイテムを作り出す。,It creates some great items when you read it.,
200,200,周辺抹殺,衣変 試死 魑,Mass Genocide,trolsee mex,?,w,INVENTORY,SCROLL,45,0,0,0,0,0,0,0,0,0,0,0,50,2,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4:100/4,,それは読むと自分の周囲のモンスターを現在の階から消し去る。抵抗されると無効。,"It eliminates all nearby monsters, exhausting you.  Powerful or unique monsters may be able to resist.",
201,201,透明物体感知,無 日翔 惨魍,Detect Invisible,stafoo lechi,?,w,INVENTORY,SCROLL,30,0,0,0,0,0,0,0,0,0,0,0,1,2,100,15,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,それは読むと自分の周辺の透明なモンスターを感知する。,It detects all invisible monsters in your vicinity when you read it.,
202,202,エキサイト・モンスター,五惨 竜天 実森,Aggravate Monster,itemar habyt,?,w,INVENTORY,SCROLL,1,0,0,0,0,0,0,0,0,0,0,0,5,2,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,WOODEN_CRAPPING,それは読むと自分の周辺のモンスターを怒らせる。,It aggravates monsters in your vicinity when you read it.,
203,203,トラップ創造,文味 倒魑 扈,Trap Creation,wahx our gre,?,w,INVENTORY,SCROLL,7,0,0,0,0,0,0,0,0,0,0,0,10,2,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,,それは読むと自分と隣接する床にトラップを作り出す。,It creates traps on the squares adjacent to you when you read it.,
204,204,トラップ/ドア破壊,収生 一 乱,Trap/Door Destruction,erk bieklis,?,w,INVENTORY,SCROLL,39,0,0,0,0,0,0,0,0,0,0,0,10,2,100,50,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,DESTROY_DOOR_TRAP,それは読むと自分と隣接するトラップやドアを破壊する。,It destroys traps on the floors adjacent to you when you read it.,#JZ#
205,205,アーティファクト生成,化九 印制 行八,Artifact Creation,engsno argsan,?,w,INVENTORY,SCROLL,52,0,0,0,0,0,0,0,0,0,0,0,90,2,100,200000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,90/16,,それは読むと無銘の武器・防具からアーティファクトを作り出す。装備品が積み重なっていた場合は1個を残して壊れる。,It creates an artifact from a nameless weapon or armour when you read it. Don't be greedy - you will get only one artifact.,
206,206,魔力充填,乱完 根夏 扈鬼,Recharging,klis glenash,?,w,INVENTORY,SCROLL,22,0,0,0,0,0,0,0,0,0,0,0,40,2,100,200,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/1,,"それは読むと魔法棒/杖の充填数を回復させたり, 充填中のロッドの充填時間を縮めたりする。","It recharges wands, staffs or rods when you read it.",
207,207,抹殺,頭 一回 聞 確,Genocide,ashval paylech,?,w,INVENTORY,SCROLL,44,0,0,0,0,0,0,0,0,0,0,0,40,2,100,750,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/4:80/4,,それは読むと指定した文字のモンスターを現在の階から消し去る。抵抗されると無効。,"It eliminates an entire class of monster, exhausting you.  Powerful or unique monsters may resist.",
208,208,暗闇,骨動 文攫 羅尾,Darkness,fapay doea,?,w,INVENTORY,SCROLL,0,0,0,0,0,0,0,0,0,0,0,0,1,2,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,それは読むと自分の周囲もしくは部屋全体が暗闇に包まれ、盲目になる。,It darkens nearby area or current room and blinds you when you read it.,
209,209,対邪悪結界,頭森 地跳 真骨,Protection from Evil,sefeng danod,?,w,INVENTORY,SCROLL,37,0,0,0,0,0,0,0,0,0,0,0,30,2,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,,それは読むと一時的に弱い邪悪な者の攻撃を回避しやすくなる結界を張る。,It gives temporary protection from lesser evil creatures when you read it.,
210,210,空腹充足,代風 軽地 感故,Satisfy Hunger,kli ing tadalf,?,w,INVENTORY,SCROLL,32,0,0,0,0,0,0,0,0,0,0,0,5,2,100,10,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,それは読むと満腹になる。,It satisfies hunger when you read it.,
211,211,アンデッド退散,聞 地 退色,Dispel Undead,wah snofoo,?,w,INVENTORY,SCROLL,42,0,0,0,0,0,0,0,0,0,0,0,40,2,100,200,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/1,DISPEL_UNDEAD,それは読むと視界内のアンデッドのモンスターに80のダメージを与える。,It does 80 damage to all undead monsters in sight when you read it.,
212,212,*武器強化*,武没 完毒 八回,*Enchant Weapon*,vlytox,?,w,INVENTORY,SCROLL,21,0,0,0,0,0,0,0,0,0,0,0,50,2,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,,それは読むと武器の命中修正とダメージ修正を強化する。,It increases a weapon's to-hit and to-dam when you read it.,
213,213,武器呪縛,知津 羅色 垢,Curse Weapon,prokaks wahish,?,w,INVENTORY,SCROLL,3,0,0,0,0,0,0,0,0,0,0,0,50,2,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,,それは読むと装備中の武器を(不良品)に変える。,It makes your wielding weapon (Shattered) when you read it.,
