ID,NAME,E_NAME,TVAL,SVAL,PVAL,AP_RATE,DEPTH,RARITY,WEIGHT,COST,SIZE_LOWER,SIZE_UPPER,BASE_AC,BASE_EV,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,FLAGS,ADD_CREATURE_TRAITS,DESCRIPTION,E_DESCRIPTION,COMMENT
40,『ホルヘンネス』,'Holhenneth',32,5,2,100,20,5,75,100000,0,10,5,0,1d3,0,0,10,0,INT|WIS|SEARCH|HIDE_TYPE|RES_BLIND|SEE_INVIS|ACTIVATE,,並外れた精神力と知覚とを授ける、鍛鉄製の名高い兜だ。その名はシンダール語で「密かなる目の兜」を意味する。,A famous helm of forged iron granting extraordinary powers of mind and awareness. ,# The Iron Helm of Gorlim -> Terror Mask (for warriors only...)#JZ#
41,『恐怖の仮面』,'Terror Mask',32,5,-1,100,50,3,75,200000,0,10,5,0,1d3,18,18,10,0,INT|WIS|SEARCH|HIDE_TYPE|SHOW_MODS|SEE_INVIS|NO_MAGIC|ACTIVATE|RES_DISEN|RES_FEAR|FREE_ACT|RES_ACID|RES_COLD|RES_POIS|TELEPORT,,,,# The Golden Crown of Gondor -> Amber#JZ#
42,真世界アンバーの,of Amber,33,11,3,100,40,40,30,125000,0,0,0,0,1d1,0,0,15,0,STR|WIS|CON|HIDE_TYPE|SPEED|RES_COLD|RES_FIRE|RES_LITE|RES_BLIND|RES_ELEC|RES_CONF|RES_CHAOS|LITE|SEE_INVIS|REGEN|ACTIVATE|XTRA_POWER|XTRA_H_RES,,アンバーの王位の象徴である、多数の宝石で飾られた金の王冠だ。これをめぐって骨肉の争いが王子たちの間で繰り広げられた。,,# The Cloak of Houdini# Escape Artist and Spiritualist# A reward for 'The Old Castle' quest#JZ#引田天攻のような人らしい。やだよう。#JZ#ゼラズニイの「影のジャック」から
43,影のジャックの,of Jack of Shadows,35,1,7,100,30,20,10,100000,0,10,1,0,0d0,0,0,19,0,STEALTH|SEARCH|FREE_ACT|SEE_INVIS|HOLD_LIFE|TELEPATHY,,自転が止まった地球で夜の世界を支配する王の一人、泥棒の王である不死身の『影のジャック』のクロークだ。（R.ゼラズニイ「影のジャック」）,,# The Cloak 'Colluin'#J0# ???
44,『コルイン』,'Colluin',35,1,0,100,5,45,10,80000,0,10,1,0,0d0,0,0,15,0,RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_POIS|ACTIVATE,,精霊達が争う渦中の地ヴァリノールの英雄が身に付けていたマントだ。,"A cape worn by a hero from Valinor, a land utterly beyond the strife of Elements.",# The Cloak 'Holcolleth'#J0# ???
45,『ホルコルレス』,'Holcolleth',35,2,2,100,20,15,5,43000,0,12,4,0,0d0,0,0,4,0,INT|WIS|STEALTH|HIDE_TYPE|RES_ACID|SEARCH|ACTIVATE,,静寂と隠密の偉大なる力を持つエルフの灰色の外套であり、着用者にはシンダールの知識と思慮を与える。,"This elven-grey mantle possesses great powers of tranquility and of concealment, and grants the wearer the knowledge and understanding of the Sindar.",# The Cloak of Thingol#J0# (コメント)#J0##J0# wp.262 p.334#J0#(都々目)#J0#＊シルマリルの物語より#J0#
46,灰色マント王シンゴルの,of Thingol,35,1,3,100,10,90,10,45000,0,12,1,0,0d0,0,0,18,0,DEX|CHR|HIDE_TYPE|XTRA_POWER|FREE_ACT|RES_ACID|RES_FIRE|RES_COLD|ACTIVATE,,半透明で真珠のような灰色のクロークで、魔力を秘めた輝くエルフのルーン文字が水面に映った月のごとく、静かにそしてはっきりと浮かび上がっている。,"A sable-hued cloak, with glowing elven-runes to restore magic showing calm and clear as moonlight on still water.",# The Cloak of Thorongil#J0# (コメント)#J0##J0# wp.260#J0#(都々目)#J0#＊指輪物語追補編より#J0#
47,大将ソロンギルの,of Thorongil,35,1,0,100,5,20,10,13000,0,11,1,0,0d0,0,0,10,0,FREE_ACT|RES_ACID|SEE_INVIS,,この緑と茶色の輝くクロークはかつてゴンドールの頭であり、海に陸に武勇を馳せていた鋭い目の若きアラゴルンが身に付けていたものだ。,"A cloak of shimmering green and brown that grants sight beyond sight and shakes off holding magics, worn by Aragorn son of Arathorn in his youth as he adventured under the name of Thorongil.",# The Cloak 'Colannon'#J0# ???
48,『コランノン』,'Colannon',35,1,3,100,3,10,10,15000,0,10,1,0,0d0,0,0,15,0,STEALTH|RES_ACID|ACTIVATE,,秩序の勢力の静かなる使者が着ていた、紺碧の絹のマントだ。,"A crystal-blue cape of fine silk worn by a silent messenger of the forces of Law. Somehow, its wearer is always able to escape trouble.","# The Shadow Cloak of Luthien#J0# p.369, wp.246"
49,ルシエン王女の,of Luthien,35,6,2,100,40,40,5,80000,0,10,6,0,0d0,0,0,20,0,INT|WIS|CHR|HIDE_TYPE|SPEED|STEALTH|RES_ACID|RES_FIRE|RES_COLD|ACTIVATE|RES_DARK|RES_LITE|XTRA_H_RES,,自ら永遠の寿命を手放し、死を逃れえぬ者達の内では最も美しい者となったルシエン王女のクロークは、たなびく漆黒の闇を無数の小さなダイアモンドが飾っている。身に付ける者は王女の知識と力が自らの内に蘇ってくるのを感じる。,"The opaque midnight folds, inset with a multitude of tiny diamonds, of this cloak swirl around you and you feel a hint, a fragment of the knowledge and power to restore that lay in Luthien, the most beautiful being that ever knew death.",# The Shadow Cloak of Tuor#J0# p.342
50,トゥオルの,of Tuor,35,6,4,100,40,40,5,50000,0,11,6,0,0d0,0,0,12,0,STEALTH|FREE_ACT|IM_ACID|SEE_INVIS|RES_DARK|RES_LITE|XTRA_H_RES,,海統べるウルモより授かりし王者の衣に身を包み、トゥオルはゴンドーリンの廃墟より幾千の敵の目をかいくぐり秘されたる路にて逃げおおせたり。,"From the ruin of Gondolin did Tuor escape, through secret ways and travail, shielded by his cloak from a multitude of hostile eyes.",# Artifact 51 is unused# The Set of Leather Gloves 'Cambeleg'#J0# ???
52,『カンベレグ』,'Cambeleg',31,1,2,100,10,6,5,36000,0,11,1,0,0d0,8,8,15,0,STR|CON|HIDE_TYPE|FREE_ACT|SHOW_MODS,,「剛き掌」を意味する名を持つ、この英雄の手甲は、戦いにおける偉大なる武勇をもたらす。,A hero's handgear that lends great prowess in battle.,"# The Set of Leather Gloves 'Cammithrim'#J0# ???, Ko"
53,『カンミスリム』,'Cammithrim',31,1,0,100,10,3,5,30000,0,10,1,0,0d0,0,0,10,0,FREE_ACT|RES_LITE|SUST_CON|LITE|ACTIVATE,,この篭手は使用者の道を照らすほど明るく輝き、非常に短い周期で魔法の矢を放つことができる。,These gloves glow so brightly as to light the way for their owner and cast magical bolts with great frequency.,"# The Set of Gauntlets 'Paurhach'#J0# ???, Ko"
54,『パウアハッハ』,'Paurhach',31,2,0,100,10,20,25,15000,0,10,2,0,1d1,0,0,15,0,RES_FIRE|ACTIVATE,,シンダール語で「跳ねる炎の拳」の名を持つこの篭手は炎に包まれており、身に付ける者は火の球を撃ち出すことも出来る。,A firey set of gauntlets that can even shoot fire from the user's hands. ,# The Set of Gauntlets 'Paurnimmen' -> of Corwin#JZ#
55,アヴァロンの主コーウィンの,of Corwin,31,2,4,100,10,40,25,43000,0,11,2,0,1d1,0,0,15,0,SUST_CON|CON|REGEN|RES_COLD,,並外れた強靭さを持つアンバーの王子コーウィンのガントレットだ。,,"# The Set of Gauntlets 'Pauraegen'#J0# ???, Ko"
56,『パウラエゲン』,'Pauraegen',31,2,0,100,10,20,25,11000,0,10,2,0,1d1,0,0,15,0,RES_ELEC|ACTIVATE,,シンダール語で「鋭き拳」を意味する名を持つこの籠手は常に火花を散らしていて、電撃の矢を放つことができる。,"A set of handgear with sparks surrounding it, able to fire bolts of electricity.","# The Set of Gauntlets 'Paurnen'#J0# ???, Ko"
57,『パウアネン』,'Paurnen',31,2,0,100,10,20,25,12000,0,10,2,0,1d1,0,0,15,0,RES_ACID|ACTIVATE,,シンダール語で「水の拳」を意味する名を持つこの籠手は常に酸でてかっていて、酸の矢を放つことができる。,A set of handgear so corrosive that it may fire bolts of acid.,# The Set of Gauntlets 'Camlost' -> of Thanos#JZ# ??? カプコン マーヴェルスーパーヒーローズに出てる奴？
58,サノスの,of Thanos,31,2,2,100,10,20,25,0,0,11,2,0,1d1,-11,-12,0,0,STR|DEX|HIDE_TYPE|RES_DISEN|RES_NEXUS|IM_FIRE|HOLD_LIFE|RES_NETHER|RES_CONF|RES_CHAOS|RES_POIS|IM_COLD|AGGRAVATE|CURSED|SHOW_MODS|HEAVY_CURSE|TY_CURSE|TELEPORT|RANDOM_CURSE1,,,,# The Set of Cesti of Fingolfin#J0# (コメント)#J0##J0# p.354#J0#(都々目)#J0#＊シルマリルの物語より。#J0#
59,上級王フィンゴルフィンの,of Fingolfin,31,5,4,100,40,15,40,110000,0,13,5,0,1d1,10,10,20,0,DEX|HIDE_TYPE|FREE_ACT|RES_ACID|ACTIVATE|SHOW_MODS|XTRA_POWER,,フェアノール亡き後中つ国のノルドールを率いて冥王と戦った上級王フィンゴルフィンの篭手だ。彼はただ一人でモルゴスに戦いを挑み、その体に永遠に痛み続ける八つの傷を刻みつけた。,"The hand-sheathing of Fingolfin, warrior-king of Elves and Men, who gave Morgoth seven mighty wounds and pain that will last forever.",# The Pair of Hard Leather Boots of Feanor#J0# (コメント)#J0##J0# p.356#J0#(都々目)#J0# フェアノール王子の → フェアノール王の#J0#＊『王子』と言うなら『王』と言うほうが適当でしょう。流謫のノルドールの指揮#J0#を取ったのですから。#J0#
60,フェアノール王の,of Feanor,30,3,15,100,40,120,40,300000,0,13,3,0,1d1,0,0,20,0,SPEED|RES_NEXUS|ACTIVATE,,この素晴らしい皮靴は、シルマリルの生みの親であり、かつて最強のエルダールであったフェアノールの韋駄天の靴で、モルゴスに隷属させられた中つ国を奪い返す彼の英雄的挑戦の助けとなった。,"This wondrous pair of leather boots once sped Feanor, creator of the Simarils and the mightiest of the Eldar, along the Grinding Ice and to Middle Earth at last. ",# The Pair of Soft Leather Boots 'Dal-i-thalion' -> of Flora#JZ#
61,アンバーの王女フローラの,of Flora,30,2,5,100,10,25,20,70000,0,9,2,0,1d1,0,0,15,0,DEX|HIDE_TYPE|CHR|SUST_CHR|ACTIVATE|FREE_ACT|RES_NETHER|RES_CHAOS|SUST_CON,,フローラはほとんどの時間アンバーの宮殿を離れていて、影の世界で新しいボーイフレンドを見つけては楽しんでいる。彼女のブーツには身に付けた者を魅力的に見せる魔法がかかっている。,,# The Pair of Metal Shod Boots of Thror#J0# (コメント)#J0##J0# wp.261#J0#(都々目)#J0# スロール王子の → スロール王の#J0#＊スロールはドゥリン家を継承しています。ですからこれも『王』とするべきでしょ#J0#う。#J0#
62,スロール王の,of Thror,30,6,3,100,30,25,80,85000,0,9,6,0,1d1,0,0,20,0,STR|CON|HIDE_TYPE|SPEED|XTRA_H_RES,,スマウグの襲来により流浪の身となったダイン一世の世継ぎ、ドワーフ王スロールの鉄と皮で出来た靴で、持ち主の頑強さを受け継いでいる。,"Sturdy footwear of leather and steel as enduring as the long-suffering Dwarven King-in-exile who wore them.  Of dwarven make, the wearer of these boots will be completely at home in the mountains.",# The Pair of Soft Leather Boots of Shiva's Avatar# Default reward for The Cloning Pits
63,シヴァの化身の,of Shiva's Avatar,30,2,4,100,30,20,20,100000,0,10,4,0,1d1,5,5,16,0,SPEED|DEX|SUST_DEX|RES_NEXUS|FREE_ACT|LEVITATION,,,,# The Main Gauche of Maedhros#J0# (コメント)#J0##J0##J0# (都々目)#J0#＊シルマリルの物語より。#J0#
64,丈高きマエズロスの,of Maedhros,23,5,3,100,15,30,30,62500,0,0,0,0,2d5,12,15,0,0,INT|DEX|HIDE_TYPE|SPEED|XTRA_RES_OR_POWER|SLAY_TROLL|SLAY_GIANT|FREE_ACT|SEE_INVIS|SHOW_MODS|ESP_ORC|ESP_TROLL|ESP_GIANT,,先が尖った短剣で、フェアノールの長子である丈高きマエズロスが使っていたものだ。彼はサンゴロドリムから救出された際に右手を失ったが、後に左手で以前より巧みに剣を操ったという。,"A short thrusting blade with a large guard worn by Maedhros the Tall, eldest son of Feanor, and wielded with his left hand after the loss of his right hand in the pits of Thangorodrim.",# The Dagger 'Angrist' -> of Caine#JZ#
65,陰謀家ケインの,of Caine,23,4,4,100,20,80,12,125000,0,0,0,0,2d4,10,15,5,0,DEX|HIDE_TYPE|STEALTH|SEARCH|SLAY_HUMAN|SLAY_EVIL|SLAY_TROLL|SLAY_ORC|BRAND_POIS|FREE_ACT|RES_DARK|SUST_DEX|SEE_INVIS|SHOW_MODS|THROW,,アンバーの艦隊を指揮するケインのダガーだ。,,# The Dagger 'Narthanc'#J0# ???
66,『ナルサンク』,'Narthanc',23,4,0,100,4,10,12,12000,0,0,0,0,1d4,4,6,0,0,BRAND_FIRE|RES_FIRE|ACTIVATE|SHOW_MODS|LITE|THROW|XTRA_H_RES,,「焔の牙」を意味する名を持つこの燃え盛る短剣は、その刃から焔の矢を迸らせる力をもつ。,A fiery dagger finely balanced for deadly throws.,# The Dagger 'Nimthanc'#J0# ???
67,『ニムサンク』,'Nimthanc',23,4,0,100,3,10,12,11000,0,0,0,0,1d4,4,6,0,0,BRAND_COLD|RES_COLD|ACTIVATE|SHOW_MODS|THROW|XTRA_H_RES,,「白き牙」を意味する名を持つこの短剣は必殺の冷気をもって敵を凍てつかせ、刃からは氷の矢を迸らせる力をもつ。,A frosty dagger finely balanced for deadly throws.,# The Dagger 'Dethanc'#J0# ???
68,『デサンク』,'Dethanc',23,4,0,100,5,10,12,13000,0,0,0,0,1d4,4,6,0,0,BRAND_ELEC|RES_ELEC|ACTIVATE|SHOW_MODS|THROW|XTRA_H_RES,,「黒の牙」を意味する名を持つ、この短剣は雷光に覆われ、その刃から雷の矢を迸らせる力をもつ。,A dagger covered in sparks and finely balanced for deadly throws.,# The Dagger of Rilia#J0# ???
69,リリアの,of Rilia,23,4,0,100,5,40,12,35000,0,0,0,0,2d4,4,3,0,0,SLAY_ORC|RES_POIS|RES_DISEN|ACTIVATE|SHOW_MODS|BRAND_POIS|THROW,,シンダール語で「地獄の輝き」を意味する名を持つ大型のダガーで、毒で輝いているが装備するものは何故か毒の影響を受けない。,"A large stiletto dagger that glistens with odorless poison, to which the wearer seems oddly immune.",# The Dagger 'Belangil' -> of Fiona#JZ#
70,女魔術師フィオナの,of Fiona,23,4,2,100,10,40,12,50000,0,0,0,0,2d4,6,9,0,0,DEX|HIDE_TYPE|SPEED|BLOWS|BRAND_COLD|RES_COLD|SEE_INVIS|SLOW_DIGEST|REGEN|ACTIVATE|SHOW_MODS|BRAND_POIS|THROW,,小悪魔的魅力をふりまくフィオナは、見かけによらず策略と魔法に長けている。,,# The Bastard Sword 'Calris'#J0# ???
71,『カルリス』,'Calris',23,21,5,100,30,15,140,100000,0,0,0,0,5d4,20,20,0,0,CON|HIDE_TYPE|KILL_DRAGON|SLAY_EVIL|SLAY_DEMON|SLAY_TROLL|RES_DISEN|SLAY_HUMAN|AGGRAVATE|CURSED|HEAVY_CURSE|SHOW_MODS,,装飾された柄に力のルーン文字が刻まれ、刀身の血通しは冷たい青色に輝いている。白炎のバルログ『ルンゴルシン』の剣であり、ドラゴンを容易く葬るほどの剣だ。,"This sword has runes of power incused on its ornate hint, and a single blood channel that gleams coldly blue as you grasp this mighty weapon of peril.",# The Broad Sword 'Arunruth' -> 'Grayswandir'#JZ# アンバーシリーズ前半で主人公コーウィンの持っている銀のサーベル#JZ# 月の光で鍛えられた。
72,『グレイスワンダー』,'Grayswandir',23,11,4,100,20,45,50,125000,0,0,0,0,2d7,20,12,0,0,STR|DEX|CON|SUST_CON|SUST_STR|REGEN|FREE_ACT|SEE_INVIS|RES_CHAOS|RES_NETHER|HOLD_LIFE|RES_FEAR|RES_COLD|BRAND_COLD|SLAY_DEMON|SLAY_EVIL|SLAY_DRAGON|SLAY_UNDEAD|SLOW_DIGEST|SHOW_MODS|HIDE_TYPE|BLESSED|RIDING,,アンバーの王子コーウィンが使っていた、月の光により鍛えられた銀のサーベル。持ち主と同じく黒と銀のコントラストを見せる。「グレイスワンダーには<パターン>の一部が複製されてると思ってたんだけど。」「それは多分、逆だな。」（ロジャー・ゼラズニイ、アンバー１０「混沌の王子」）,,# The Broad Sword 'Glamdring'#J0# (コメント)#J0##J0##J0# (都々目)#J0#『なぐり丸』 → 『グラムドリング』#J0#＊『なぐり丸』はオークたちが読んでいた名で、決して正式な名ではありません。#J0#ホビットの冒険でも指輪物語でもずっと『グラムドリング』と表記されているので、#J0#こうすべきです。#J0##J0#N:73:『なぐり丸』
73,『グラムドリング』,'Glamdring',23,16,1,100,20,20,150,40000,0,0,0,0,2d5,10,15,0,0,SEARCH|SLAY_EVIL|BRAND_FIRE|KILL_ORC|RES_FIRE|RES_LITE|LITE|SLOW_DIGEST|SHOW_MODS|RIDING|XTRA_RES_OR_POWER|ESP_ORC|ESP_TROLL|ESP_GIANT,,この燃えるように輝く剣は『オルクリスト』と対を成し、隠れ王国ゴンドーリンに敢えて侵入し殺されたオークたちから「なぐり丸」という仇名を授かった。トロルの巣でビルボたちにより発見され、それ以降ガンダルフの物となる。,"This fiery, shining blade earned its sobriquet ""Foe-Hammer"" from dying orcs who dared to come near hidden Gondolin.",# The Broad Sword 'Aeglin' -> 'Nothung'#JZ# ワーグナー:ジーグフリードが龍ファフナーを倒す剣
74,『ノートゥング』,'Nothung',23,16,4,100,20,90,150,95000,0,0,0,0,2d5,12,16,0,0,SEARCH|BRAND_ELEC|SLAY_ORC|KILL_DRAGON|RES_FEAR|RES_ELEC|LITE|RES_FIRE|RES_POIS|SLOW_DIGEST|SHOW_MODS|RIDING,,"「ノートゥングさ、その名は。ヴォータンがとねりこの幹に突き立てた剣だ。それを引き抜くことのできた者だけが、わがものとしうるわけだ。」(リヒャルト・ワーグナー、高橋康也・高橋迪訳「ジーグフリード」,新書館)「見よ、これがジーグフリードの剣の切れ味だ！」そういって彼はミーメの鍛冶場の金床を真っ二つに叩き切った。その剣で彼は龍ファフナーを屠ったのだった。",,# The Broad Sword 'Orcrist'#J0# (コメント)#J0##J0# wp.218#J0# 日本語#J0##J0# >(しとしんのコメント)#J0# > あとは「かみつき丸」とかもそうですが、とにかく指輪関係の知識がないと#J0# > アーティファクト関係はカタカナの羅列で親しみがひじょうにわきにくい#J0# > という欠点があります。それで翻訳は japanese.doc で書いたように#J0# > 誰でも分かり易いというポリシーでしたので、少しでも親しみがわくよう#J0# > に日本語化や「王」などをいれたりとしてみました。でもどうも指輪#J0# > ファンには不評のようで(^_^;。どちらにも好評というのはむずかしいですね(^_^;#J0##J0# (小林さんのコメント)#J0# 「かみつき丸」の弱点は「カッコ良くない」ことなんですね．(;_;)#J0# # オーク語じゃしょうがないか．#J0# でも「つらぬき丸」はStingより「つらぬき丸」の方がいいでしょうね．#J0# 悩んで下され．(^_^)#J0##J0# (都々目)#J0#『かみつき丸』 → 『オルクリスト』#J0#＊これもグラムドリングと同じ理由です。オークごときの不粋な呼び名を当てはめ#J0#るなど飛んでもない！　a_info.txtは読ませて頂きましたが、これだけは譲れませ#J0#ん(笑)。#J0##J0#N:75:『かみつき丸』
75,『オルクリスト』,'Orcrist',23,16,3,100,20,20,150,40000,0,0,0,0,2d5,10,15,0,0,STEALTH|SLAY_EVIL|BRAND_COLD|KILL_ORC|RES_COLD|LITE|SLOW_DIGEST|SHOW_MODS|RIDING|XTRA_RES_OR_POWER|ESP_ORC|ESP_TROLL|ESP_GIANT,,この冷たく輝く剣は『グラムドリング』と対を成し、オークたちからは「かみつき丸」と呼ばれて非常に恐れられている。トロルの巣でビルボたちにより発見され、それ以降ドワーフの王トーリン・オーケンシールドの物となる。,"This coldly gleaming blade is called simply ""Biter"", by orcs who came to know its power all too well.",# The Two-Handed Sword 'Gurthang'#J0# (コメント)#J0##J0##J0# (都々目)#J0#＊シルマリルの物語ではこのように表記されています。#J0#
76,『グアサング』,'Gurthang',23,25,2,100,30,30,200,100000,0,0,0,0,3d6,13,17,0,0,STR|HIDE_TYPE|XTRA_RES_OR_POWER|KILL_DRAGON|SLAY_TROLL|FREE_ACT|SLOW_DIGEST|REGEN|SHOW_MODS,,偉大なる英雄トゥーリンの黒き大剣で、比類なき屠龍の剣だ。かつて龍の祖グラウルングの血に浴したこの刃に、いかなるワイアームが耐えることができよう。,"A giant sword once wielded by mighty Turin, and a great dragonbane which bathed in Glaurung's blood:  but beware, it will drink the blood of those who wield it eventually.",# The Two-Handed Sword 'Zarcuthra'#J0# ???
77,『ザルクスラ』,'Zarcuthra',23,25,4,100,30,180,250,205000,0,0,0,0,4d6,19,21,0,0,STR|CHR|INFRA|HIDE_TYPE|VORPAL|XTRA_RES_OR_POWER|SLAY_HUMAN|KILL_DRAGON|SLAY_ANIMAL|SLAY_EVIL|BRAND_FIRE|LITE|SLAY_UNDEAD|SLAY_DEMON|SLAY_TROLL|SLAY_GIANT|SLAY_ORC|RES_FIRE|RES_CONF|RES_CHAOS|FREE_ACT|SEE_INVIS|AGGRAVATE|SHOW_MODS,,恐怖の黒いルーン文字が鋼の刃身にくっきりと浮かび上がっている恐るべき剣。敵に近付くにつれ激しい殺戮のエネルギーを発する。,"Dark and deadly runes stand stark against the naked steel of this awesome weapon, and you feel a stunning power of slaying and rending as you slowly approach.",# The Two-Handed Sword 'Mormegil' -> Twilight#JZ# 炎の巨人スルトが世界に火を放った燃える剣
78,『神々の黄昏』,'Twilight',23,25,10,100,30,15,250,0,0,0,0,0,4d6,-40,-60,-50,0,SPEED|IM_FIRE|RES_FIRE|BRAND_FIRE|RES_DISEN|RES_FEAR|AGGRAVATE|CURSED|HEAVY_CURSE|SHOW_MODS|TY_CURSE|LITE|RANDOM_CURSE2,,北欧神話において炎の巨人スルトが世界に火を放った燃える剣だ。,,# The Cutlass 'Gondricam'#J0# ???
79,『ゴンドリカム』,'Gondricam',23,12,3,100,20,8,110,28000,0,0,0,0,1d7,10,11,0,0,DEX|STEALTH|HIDE_TYPE|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|LEVITATION|SEE_INVIS|REGEN|SHOW_MODS,,名高きレベンニンの海の守護者だ。陽光に輝く完璧な刃は、ウンバールの海賊達の憎悪の的であった。,"Famed sea-defender of Lebennin.  A short, slightly curved chopping blade with a perfect edge shining cleanly in the sun, an object of hate to the men of Umbar who met it in combat.",# The Executioner's Sword 'Crisdurian'#J0# ???
80,『クリスドゥリアン』,'Crisdurian',23,28,0,100,40,15,260,111000,0,0,0,0,4d5,18,19,0,0,SLAY_DRAGON|SLAY_EVIL|SLAY_UNDEAD|SLAY_TROLL|SLAY_GIANT|SLAY_HUMAN|SLAY_ORC|SEE_INVIS|SHOW_MODS|VORPAL|BRAND_POIS,,重厚な二又の柄から真っすぐ突き出た長い刀身を持つ巨人の武器だ。刀身には生ける者と不死の者の双方にとっての破滅の呪文が刻まれている。,"A giant's weapon, with a long blade tall and straight thrusting out from a massive double-pronged hint.  On its blade are written doomspells against both the living and undead.",# The Katana 'Aglarang'
81,『アグララング』,'Aglarang',23,20,2,100,50,25,50,150000,0,0,0,0,8d4,0,0,0,0,DEX|HIDE_TYPE|BLOWS|VORPAL|SUST_DEX|SHOW_MODS|SPEED,,シンダール語で「誉の鋼」を意味する美しい完全無欠の刀だ。その刃は岩や骨を苦もなく切り裂き、手にする者にしなやかで敏捷な動作を授ける魔法が込められている。それはまさに戦いの化身だ。,"An utterly perfect, cleanly chiseled sword, with a edge that effortlessly slices rock and bone and spells to render the wearer lithe and nimble. It is combat incarnate.",# The Long Sword 'Ringil'#J0# ???
82,『リンギル』,'Ringil',23,17,10,100,20,120,130,300000,0,0,0,0,4d5,22,25,0,0,SPEED|REGEN|ACTIVATE|SHOW_MODS|RIDING|SLAY_EVIL|BRAND_COLD|SLAY_UNDEAD|SLAY_DEMON|SLAY_TROLL|FREE_ACT|RES_COLD|RES_LITE|LITE|SEE_INVIS|SLOW_DIGEST|ESP_ORC|ESP_TROLL|ESP_GIANT,,ノルドールの上級王フィンゴルフィンの武器。氷の柱の如く輝いている。かつてモルゴスは期せずしてこの剣に対峙し深い傷を刻み込まれた。彼はこの剣の力を再び思い知ることになるだろう。,"The weapon of Fingolfin, High King of the Noldor; it shines like a column of ice lit by light unquenchable.  Morgoth came but unwillingly to meet it of old; his lame foot will remind him of its might should be meet it again.",# The Long Sword 'Anduril'#J0# wp.219#J0# 日本語#J0#N:83:『西の焔』#J0#N:83:『ナルシル』
83,『アンドゥリル』,'Anduril',23,17,4,100,20,40,130,80000,0,0,0,0,2d5,10,15,5,0,STR|HIDE_TYPE|RIDING|XTRA_RES_OR_POWER|SLAY_EVIL|BRAND_FIRE|SLAY_TROLL|SLAY_ORC|FREE_ACT|RES_FIRE|SUST_DEX|SEE_INVIS|ACTIVATE|SHOW_MODS|LITE,,名高き「西方の焔」であり、折れたる剣としても知られるこの剣は、エレンディルが倒れるのと供に折れたが、一つの指輪が発見された後鍛え直されアラゴルンのものとなった。焔の気により輝くこの剣は振るう者を強くし、サウロンのいかなる手下もその刃に耐えることはできない。,"The famed ""Flame of the West"", the sword that was broken and is forged again.  It glows with the essence of fire, its wearer is mighty in combat, and no creature of Sauron can withstand it.  It will never be stained or broken even in defeat.",# The Long Sword 'Anguirel' -> Werewindle#JZ# アンバー後半である人が使うらしい
84,『ワーウィンドル』,'Werewindle',23,17,2,100,20,40,130,120000,0,0,0,0,2d5,8,12,0,0,STR|CON|HIDE_TYPE|CHAOTIC|REGEN|SLOW_DIGEST|SLAY_EVIL|BRAND_ELEC|SLAY_DEMON|FREE_ACT|RES_ELEC|RES_LITE|LITE|SEE_INVIS|SHOW_MODS|ACTIVATE|SPEED|SUST_CON|SUST_STR|SUST_INT|SUST_WIS|RES_DARK|RES_DISEN|RES_FEAR|BLOWS,,夜の剣グレイスワンダーと対をなす昼の剣で、トランプの魔力が込められている。「それは黄金の素晴らしい打出し模様が施された、長い濃緑色の鞘だった。そこから突き出ている剣の柄は金メッキされているらしく、柄頭には素晴らしいエメラルドが取り付けられていた。僕は剣を手に取り半ばまで抜いてみた。…刀身には輝く模様が描かれていた。その模様は---そうだ、 <パターン>の一部だ。グレイスワンダーの模様は<パターン>の起点付近の一部分だったが、これは終点の部分だ。」（R.ゼラズニイ、真世界アンバー９「影の騎士」）,,# The Long Sword 'Elvagil'-> 'Chainsword'#JZ# ジェイソンですね
85,『チェンソー』,'Chainsword',23,16,-2,100,50,50,130,66666,0,0,0,0,11d5,-30,15,0,0,DEX|CHR|STEALTH|HIDE_TYPE|SPEED|AGGRAVATE|VORPAL|SLAY_HUMAN|SLAY_TROLL|SLAY_ORC|SEE_INVIS|SHOW_MODS|ESP_ORC|ESP_TROLL|ESP_HUMAN,,持った者を殺戮マシーンに変える呪われた剣だ。そのおぞましい刃先の一つ一つには多元宇宙の全ての定命の者が不滅の創造主に対して抱いた億兆の憎悪が宿り、驕り高ぶる神々の形而上的実体すらも滅ぼす力が宿っている。,,# The Rapier 'Forasgil'#J0# ???
86,『フォラスギル』,'Forasgil',23,7,0,100,15,8,40,15000,0,0,0,0,1d6,12,19,0,0,SLAY_ANIMAL|BRAND_COLD|RES_COLD|RES_LITE|LITE|SHOW_MODS,,細身で先が細い剣であり、使用者は恐るべき正確さで凍てつく攻撃を繰り出す。,"A slender, tapered blade whose wielder strikes icy blows with deadly accuracy.",# The Sabre 'Careth Asdriag'#J0# ???
