"ID","NAME","E_NAME","SYM","COL","RACE","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","COMMENT","FLAG","ACTION","AUTHORITY","DESCRIPTION",,,,,,,
414,"ベネディクトの手下","Agent of Benedict","p","W",0,0,255,255,0,0,26,3,0,100,0,0,0,0,-1,110,14,0,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:1d9
HIT:HURT:1d9",,,"JZ#
JZ#Z (コメント)訳は 藤岡さん","FRIENDS|MALE|DROP_SKELETON|DROP_CORPSE|BASH_DOOR|OPEN_DOOR|HAS_LITE_2|HUMAN","1_IN_8|BLIND|CONF|TPORT",,"$A faithful servitor and a skilled warrior.
忠実なしもべであり熟練した戦士だ。",,,,,,,
415,"冥界オーガ","Nether ogre","O","u",30,255,255,255,0,0,43,1,0,1500,0,0,0,0,-1,110,20,0,30,22,21,22,21,22,22,320,10,451,3,301,10,431,3,"HIT:HURT:3d8
HIT:HURT:3d8",,,"J0#","FRIENDS|DROP_60|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|EVIL",,,"筋骨隆々たる体格をし、巨大な角を生やした人型生物だ。
特に洞窟に住まう彼らは冥府に近しい世界で死者を管理する
勤めを果たしているといわれている。",,,,,,,
416,"ホワイト・レイス","White wraith","W","w",100,255,255,255,0,0,26,1,0,175,2000,554,0,0,-1,110,20,40,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:1d6
HIT:HURT:1d6
TOUCH:EXP_20",,,"J0#","FORCE_SLEEP|DROP_1D2|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|CAN_FLY|RES_NETH|EVIL|IM_COLD|IM_POIS|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP","1_IN_8|SCARE|CAUSE_2|DARKNESS",,"$It is a tangible but ghostly form made of white fog.
それは実体があるように見えるが、実際は白い霧でできた幽霊のようなものだ。",,,,,,,
417,"天使","Angel","A","b",42,255,255,255,0,0,26,4,0,220,2000,456,0,0,0,110,30,60,255,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:3d4
HIT:HURT:3d4
HIT:HURT:3d4
HIT:HURT:3d4",,,"JZ#
JZ#(コメント)訳は 紫月閑丸さん","FORCE_MAXHP|FORCE_SLEEP|NO_FEAR|SELF_LITE_1|ONLY_ITEM|DROP_2D2|GOOD|CAN_FLY|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|IM_ACID|IM_POIS|NO_CONF|NO_SLEEP","1_IN_3|BLIND|CONF|SCARE|FORGET",,"$A lesser angel wearing little more than a loincloth - its steely skin 
$provides all the protection it needs.
小さな腰巻きを身につけた下級の天使だ。その鋼鉄のような肌はどんなものでも
はじき返す。",,,,,,,
418,"食屍鬼","Ghoul","z","U",52,255,255,255,0,0,26,1,0,95,1000,483,0,0,-1,110,30,30,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CLAW:DISEASE:1d4
CLAW:DISEASE:1d4
BITE:PARALYZE:1d5",,,"JZ#
JZ#グール（食屍鬼）
JZ#Ｈ・Ｐ・ラヴクラフトの「ピックマンのモデル」などに登場。
JZ#顔は犬に似ており、肌は灰色のゴムのようです。人間の子を浚って
JZ#自分たちの子と取り替える事も有ります。 by 久留さん
JZ#解説は NeSYS さん","DROP_60|OPEN_DOOR|BASH_DOOR|CAN_SWIM|RES_NETH|EVIL|FRIENDS|IM_POIS|IM_COLD|NO_CONF|NO_SLEEP|COLD_BLOOD|HURT_LITE","1_IN_9|SCARE|HOLD",,"$Flesh is falling off in chunks from this decaying abomination.
この腐敗した凶々しい者の体からは腐肉の塊がしたたり落ちている。
完全な人間の形をしているわけではないが、限りなく人間に良く似ている場合も
ある。
前かがみの姿勢で２本足で歩き、何処となく犬に似ている。
皮膚はゴムのような感じでカビがこびりついており、耳はぴんと立っている。
半分に割れた蹄と、穴を掘るのに使う鱗のある鉤爪を持つ。
夜行性で、人間のたくさん住む場所の近くにおり、腐肉を好んで食らう。
泣くように、或いはとてつもない早口で話す。",,,,,,,
419,"ニーベルング族の王『アルベリヒ』","Alberich the Nibelung King","h","D",14,5,255,255,0,0,42,4,0,1000,0,0,0,0,0,120,20,80,20,19,19,19,19,19,19,170,0,60,0,160,0,50,0,"HIT:UN_BONUS:3d12
HIT:UN_BONUS:3d12
TOUCH:EAT_GOLD
TOUCH:EAT_GOLD",,,"JZ#
JZ#ニーベルング族の王アルベリヒ
JZ#リヒャルト・ヴァーグナーの楽劇「ニーベルングの指環」に登場した
JZ#小人です。
JZ#ラインの乙女たちから黄金を奪い、その黄金を鍛えて作った指環の力
JZ#でニーベルング族を支配して膨大な財宝を入手しましたが、ローゲの
JZ#策略によって指環と財宝を奪われてしまいました。 by 久留さん","UNIQUE|MALE|CAN_SPEAK|FORCE_MAXHP|FORCE_SLEEP|DROP_SKELETON|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|INVISIBLE|EVIL|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|RES_DARK|RES_DISE|RES_TELE","1_IN_6|HEAL|SCARE|BO_ACID|BA_ACID|TPORT|S_MONSTER",,"$Made invisible with his magic cap, the greedy dwarf plots for 
$world domination through his riches.
魔法の帽子によって透明になり、この貪欲なドワーフは自分の富
によって世界を支配することを画策している。",,,,,,,
420,"ヘルブレード","Hellblade","|","v",90,255,255,255,0,0,27,2,0,130,0,0,0,0,-1,120,20,40,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"SLASH:EXP_20:2d13
SLASH:EXP_20:2d13",,,"JZ#","CHAR_MULTI|EVIL|IM_POIS|IM_COLD|RES_CHAO|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|COLD_BLOOD|BASH_DOOR|NONLIVING|NO_CONF|NO_SLEEP|NO_FEAR",,,"$A deadly blade of chaos, moving of its own volition.
脅威的な混沌の剣で、自らの意思で動いている。",,,,,,,
421,"レッド・キラービートル","Killer red beetle","K","r",94,255,255,255,0,0,27,1,0,95,800,474,0,0,-1,110,14,45,30,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"BITE:HURT:3d4
SPIT:FIRE:4d5",,,"J0#","WEIRD_MIND|BASH_DOOR|WILD_VOLCANO|DROP_CORPSE|ANIMAL|IM_FIRE|CAN_FLY|EAT_FIRE_RES",,,"$It is a giant beetle wreathed in flames.
それは火炎に取り巻かれた巨大な甲虫だ。",,,,,,,
422,"<ナーグル>の妖獣","Beast of Nurgle","q","o",86,255,14,255,0,0,27,2,0,100,0,0,0,0,-1,110,14,50,30,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"TOUCH:POISON:3d3
TOUCH:DISEASE:3d3
BITE:ACID:4d5",,,"JZ#","WEIRD_MIND|BASH_DOOR|IM_ACID|IM_POIS|EVIL|IM_FIRE|CAN_SWIM",,,"$It walks on four legs, but mostly resembles a slug-shaped jelly. 
$It even has two disgusting antennae in its head. Yecch!
腐敗と疫病の神<ナーグル>の下僕。
それは四つ足で歩くが、見かけはナメクジの形をしたゼリーのようだ。
頭に二本の触角さえ持っている。げぇ！",,,,,,,
423,"アダマンタイトのクリーピングコイン","Creeping adamantite coins","$","G",90,255,255,255,0,0,27,5,0,120,1500,1101,0,0,-1,120,5,72,10,16,16,16,16,16,16,170,0,60,0,0,0,0,0,"BITE:POISON:3d4
TOUCH:POISON:3d5
HIT:HURT:1d12
HIT:HURT:1d12",,,"J0#","ONLY_GOLD|DROP_90|DROP_2D2|COLD_BLOOD|BASH_DOOR|ANIMAL|IM_POIS|NO_CONF|NO_SLEEP",,,"$It is a pile of coins, slithering forward on thousands of tiny legs.
それはコインの塊で、何千もの小さな足で前にはいずり歩く。",,,,,,,
424,"アルグロス","Algroth","T","s",28,255,255,255,0,0,27,1,0,150,1200,454,0,0,-1,110,20,60,40,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CLAW:POISON:3d3
CLAW:POISON:3d3
BITE:HURT:1d6",,,"J0#","FRIENDS|DROP_60|WILD_WOOD|WILD_MOUNTAIN|WILD_SWAMP|OPEN_DOOR|BASH_DOOR|DROP_CORPSE|EAT_POISONOUS|REGENERATE|EVIL",,,"$A powerful troll form.  Venom drips from its needlelike claws.
屈強なトロルで、その針の様な爪からは毒液がしたたり落ちている。",,,,,,,
425,"<ティーンチ>の火炎悪魔","Flamer of Tzeentch",",","R",43,255,15,255,0,0,27,2,0,500,0,0,0,0,-1,110,10,70,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"ENGULF:FIRE:3d6
ENGULF:FIRE:3d6",,,"JZ#","FORCE_SLEEP|BASH_DOOR|IM_FIRE|IM_POIS|AURA_FIRE|EVIL|RES_PLAS|NO_CONF|NO_SLEEP|NO_FEAR|NONLIVING","1_IN_3|BO_FIRE|BA_FIRE",,"$It looks like an inverted mushroom, with two flexible arms.
変化と混沌の神<ティーンチ>の下僕だ。
逆さになったキノコに似ていて、二本の柔軟な腕がある。",,,,,,,
426,"ローパー","Roper","#","D",90,255,255,255,0,0,27,5,0,235,0,0,0,0,-1,115,30,60,255,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CRUSH:PARALYZE:3d5
CRUSH:PARALYZE:3d5
CRUSH:PARALYZE:3d5
CRUSH:PARALYZE:3d5",,,"JZ#","FORCE_MAXHP|FORCE_SLEEP|NO_FEAR|NEVER_MOVE|ONLY_GOLD|DROP_2D2|DROP_60|DROP_1D2|EVIL|IM_ACID|IM_POIS|NO_CONF|NO_SLEEP|IM_COLD|IM_FIRE","1_IN_5|BA_FIRE|BA_ELEC|BA_POIS|HASTE|TRAPS|SHRIEK|HOLD|CONF",,"$This creature look like a pillar of rock. However, a closer 
$inspection reveals a glaring eye and powerful tentacles, 
$which crush its prey and feed it to the creature's hungry 
$mouth.
この生物は岩の柱に見える。しかし良く注意して見ると
睨みつける一つの目と強力な触手を持っていることが
分かる。その触手は獲物を叩き潰して貪欲な口に運ぶ。",,,,,,,
427,"首なし","Headless","H","u",20,255,255,255,0,0,27,1,0,175,6000,653,0,0,-1,110,20,50,40,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:1d8
HIT:HURT:1d8",,,"JZ#
JZ#(コメント)訳は 紫月閑丸さん","FRIENDS|DROP_60|OPEN_DOOR|BASH_DOOR|WILD_MOUNTAIN|WILD_WASTE|DROP_SKELETON|DROP_CORPSE|EVIL","1_IN_6|SCARE",,"$Headless humanoid abominations created by a magical mutation.
魔法の突然変異により創られた、首のない忌まわしいヒューマノイドだ。",,,,,,,
428,"バイブレーション・ハウンド","Vibration hound","Z","U",103,255,255,255,0,0,20,3,0,220,0,0,0,0,-1,110,30,30,0,15,12,12,17,11,13,165,10,55,3,165,10,55,3,"BITE:HURT:2d6
BITE:HURT:2d6
CLAW:HURT:3d3
CLAW:HURT:3d3",,,"J0#","FORCE_SLEEP|FRIENDS|BASH_DOOR|ANIMAL|RES_SOUN|NO_CONF|NO_SLEEP","1_IN_5|BR_SOUN",,"$A blurry canine form which seems to be moving as fast as the eye can 
$follow.  You can feel the earth resonating beneath your feet.
ぼんやりとした犬のような姿をしているが、その動きはあまりにも速くて目で
とらえることができない。足下の大地が共鳴して震えているような気がする。",,,,,,,
429,"ネクサス・ハウンド","Nexus hound","Z","v",103,255,255,255,0,0,27,3,0,250,0,0,0,0,-1,110,30,30,0,15,12,12,17,11,13,165,10,55,3,165,10,55,3,"BITE:HURT:2d8
BITE:HURT:2d8
CLAW:HURT:3d3
CLAW:HURT:3d3",,,"J0#","FORCE_SLEEP|RES_NEXU|FRIENDS|BASH_DOOR|ANIMAL|NO_CONF|NO_SLEEP","1_IN_5|BR_NEXU",,"$A locus of conflicting points coalesce to form the vague shape of a huge 
$hound.  Or is it just your imagination?
ゆがんだ空間を繋ぎ合わせると、ぼんやりと犬のような姿が見える。
それともただの気のせいだろうか？",,,,,,,
430,"鬼の頭領『星熊童子』","Hoshikuma-douji, the Ogre Lord","O","o",30,3,255,3,0,0,54,3,0,16000,0,0,0,0,2,110,20,0,20,25,21,20,23,23,22,456,0,1311,0,160,0,50,0,"HIT:HURT:10d11
HIT:HURT:10d11
HIT:HURT:10d11
HIT:HURT:10d11",,,,"UNIQUE|MALE|CAN_SPEAK|FORCE_MAXHP|ESCORT|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_GOOD|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|CAN_SWIM|AURA_ELEC|EVIL|IM_POIS|IM_FIRE|IM_ELEC","1_IN_4|HEAL|HOLD|TRAPS|BA_COLD|S_MONSTER",,,,,,,,,
431,"『グレンデル』","Grendel","O","g",30,24,255,1,0,0,58,2,0,17500,0,0,0,0,4,120,20,0,20,32,22,21,28,30,27,603,0,2721,0,160,0,50,0,"HIT:SUPERHURT:5d6
HIT:SUPERHURT:5d6
HIT:SUPERHURT:5d6",,,"JZ#
JZ#グレンデル
JZ#英国の叙事詩「ベオウルフ」に登場した怪物です。
JZ#デンマーク王の宮殿を荒し回りましたが、勇者ベオウルフに退治され
JZ#ました。 by 久留さん","UNIQUE|MALE|CAN_SPEAK|WILD_SWAMP|WILD_SHORE|FORCE_MAXHP|ESCORT|HAS_LITE_2|ONLY_ITEM|DROP_2D2|DROP_GOOD|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|CAN_SWIM|EVIL|IM_POIS",,,"$An ogre renowned for acts of surpassing cruelty.
抜きん出た残酷さで名声を博したオーガだ。",,,,,,,
432,"バンパイア","Vampire","V","W",54,255,255,255,0,0,27,1,0,175,2000,520,0,0,-1,110,20,45,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:1d6
HIT:HURT:1d6
BITE:EXP_VAMP:1d8
TOUCH:DR_MANA:1d10",,,"J0#","FORCE_SLEEP|COLD_BLOOD|DROP_60|DROP_1D2|OPEN_DOOR|BASH_DOOR|REGENERATE|CAN_FLY|RES_NETH|EVIL|IM_COLD|IM_POIS|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP","1_IN_9|TELE_TO|HOLD|SCARE|CAUSE_2|MIND_BLAST|FORGET|DARKNESS",,"$It is a humanoid with an aura of power.  You notice a sharp set of front 
$teeth.
それは力のオーラをまとった人間型のモンスターだ。鋭い二本の前歯に
すぐに気が付くだろう。",,,,,,,
433,"ゴーゴンキメラ","Gorgimera","H","D",86,255,255,255,0,0,27,2,0,200,0,0,0,0,-1,110,12,55,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"BITE:FIRE:1d3
BITE:FIRE:1d3
BITE:HURT:1d10
GAZE:PARALYZE:2d4",,,"J0#","FORCE_SLEEP|BASH_DOOR|CAN_FLY|DROP_CORPSE|IM_FIRE|RIDING","1_IN_8|BR_FIRE",,"$It has 3 heads - gorgon, goat and dragon - all attached to a 
$lion's body.
ゴーゴン、山羊、ドラゴンの三つの首を持ち、それらがライオンの
胴体から生えている。",,,,,,,
434,"シャンタク鳥","Shantak","B","D",91,255,255,255,0,0,27,2,0,280,0,0,0,0,-1,120,12,55,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"BITE:HURT:1d6
BITE:HURT:1d6
BITE:HURT:1d6",,,"JZ#
JZ#シャンタク鳥
JZ#Ｈ・Ｐ・ラヴクラフトの「幻夢境カダスを求めて」に登場。
JZ#象よりも巨大で、頭部は馬に似ており、羽毛ではなく鱗が全身に生え
JZ#ています。 by 久留さん","ANIMAL|IM_ACID|EVIL|ELDRITCH_HORROR|CAN_FLY|DROP_CORPSE|RIDING","1_IN_6|SCARE|HASTE",,"$A scaly bird larger than an elephants, with a horse-like head.
象よりも大きな鳥で、頭部は馬に似ており、羽毛ではなく鱗が全身に生え
ている。",,,,,,,
435,"コルブラン","Colbran","g","b",40,255,255,255,0,0,27,2,0,900,0,0,0,0,-1,120,12,80,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:ELEC:3d8
HIT:ELEC:3d8",,,"J0#","FORCE_SLEEP|SELF_LITE_1|COLD_BLOOD|BASH_DOOR|CAN_FLY|IM_ELEC|IM_POIS|AURA_ELEC|REFLECTING|NO_CONF|NO_SLEEP|NO_FEAR|NONLIVING","1_IN_3|BO_ELEC",,"$A man-shaped form of living lightning, sparks and shocks crackle all over 
$this madly capering figure, as it leaps and whirls around and about you.
魂を持った電気で、人間のような姿をしている。狂ったように跳ね回るこの
モンスターの回りには火花と電撃が常に巻き起こっている。渦巻くように辺りを
跳躍しながら冒険者に近寄ってくる。",,,,,,,
436,"スピリット・ナーガ","Spirit naga","n","B",22,255,255,255,0,0,28,2,0,60,0,0,0,0,-1,110,20,75,120,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CRUSH:HURT:2d8
BITE:HURT:1d10
BITE:HURT:1d10
TOUCH:DR_MANA:1d10",,,"J0#","FEMALE|FORCE_SLEEP|CAN_FLY|ONLY_ITEM|DROP_90|DROP_2D2|DROP_CORPSE|INVISIBLE|OPEN_DOOR|BASH_DOOR|EVIL|NO_CONF|NO_SLEEP|EAT_POISONOUS","1_IN_4|HEAL|BLIND|MIND_BLAST|DARKNESS",,"$A wraithly snake-like form with the torso of a beautiful woman, it is the 
$most powerful of its kind.
ヘビの亡霊のような姿で、上半身は美しい女性のようだ。それはこの種の
生物の中で最も強い。",,,,,,,
437,"コープサー","Corpser",",","g",104,255,255,255,0,0,28,2,0,65,0,0,0,0,-1,112,20,75,120,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CRUSH:HURT:2d8
CRUSH:HURT:2d8
CRUSH:HURT:2d8
CRUSH:HURT:2d8",,,"JZ#
JZ#UOにいます。","WILD_GRASS|INVISIBLE|OPEN_DOOR|BASH_DOOR|EVIL|NO_CONF|NO_SLEEP",,,"$A creature who lives underground and eats surface 
$dwellers whom it catches 
$with its poisonous tentacle, which is the only part of the creature tha 
$is ever seen. Perhaps it is better not to see the part which remains 
$underground...
地中に棲み、その毒のある触手で地上の生物を捕らえて食べている。
目に見えるのはその触手だけだ。地中に埋もれた部分はおそらく
見ない方がいいだろう。",,,,,,,
438,"<スラーネッシュ>の蠍悪魔","Fiend of Slaanesh","S","R",43,0,13,255,0,0,28,4,0,225,0,0,0,0,-1,120,12,50,40,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"STING:POISON:8d1
STING:LOSE_STR:8d1
WAIL:TERRIFY:1d4",,,"JZ#","BASH_DOOR|EVIL",,,"$Slaanesh's pet, a large scorpion-like creature with a human face and 
$reptile skin.
堕落と快楽の神<スラーネッシュ>のペットで、大きな蠍の尻尾と人間の顔、そして
表皮は爬虫類のようだ。",,,,,,,
439,"地獄への階段","Stairway to hell",">","W",90,255,255,255,0,0,28,5,0,125,0,0,0,0,-1,120,90,40,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"WAIL:UN_BONUS
WAIL:EXP_20
WAIL:EAT_GOLD
WAIL:EAT_ITEM",,,"JZ#","CHAR_MULTI|COLD_BLOOD|EVIL|NO_CONF|NO_SLEEP|NO_FEAR|NONLIVING|FORCE_MAXHP|IM_FIRE|IM_ELEC|IM_POIS|IM_ACID|NEVER_MOVE|RES_NETH","1_IN_15|S_DEMON|SHRIEK",,"$Often found in graveyards.
墓場でしばしば発見できる。",,,,,,,
440,"五首ヒドラ","5-headed hydra","M","g",58,255,255,255,0,0,28,2,0,350,3500,614,0,0,-1,120,20,80,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"BITE:POISON:4d4
BITE:POISON:4d4
BITE:POISON:4d4
BITE:POISON:4d4",,,"J0#","FORCE_SLEEP|ONLY_GOLD|DROP_1D2|DROP_4D2|DROP_SKELETON|DROP_CORPSE|RIDING|BASH_DOOR|MOVE_BODY|CAN_SWIM|EAT_POISONOUS|ANIMAL|IM_POIS|WILD_SHORE|WILD_SWAMP","1_IN_5|SCARE|BA_POIS",,"$A strange reptilian hybrid with five heads dripping venom.
毒をしたたらす五つの首を持った奇妙な雑種の爬虫類だ。",,,,,,,
441,"『ガチャピン』","Gachapin","R","G",19,3,255,255,0,0,29,2,0,500,0,0,0,0,0,120,10,90,20,10,10,10,10,10,10,170,0,60,0,160,0,50,0,"SHOW:LOSE_INT
SHOW:LOSE_WIS
CHARGE:EAT_GOLD
CHARGE:EAT_GOLD",,,"JZ#","DROP_1D2|DROP_90|DROP_GOOD|DROP_GREAT|ONLY_ITEM|EVIL|MALE|CAN_SPEAK|SMART|RES_TELE|CAN_SWIM|DROP_CORPSE|ANIMAL|IM_POIS|NO_CONF|NO_SLEEP|FORCE_MAXHP|UNIQUE|FORCE_SLEEP|EAT_INSANITY|RES_CHAO","1_IN_3|SHRIEK|CONF|S_HYDRA|SLOW|BLIND|DRAIN_MANA|BA_POIS|BR_CHAO|FORGET|DARKNESS|BR_NUKE",,"$The lovable green reptile is making a guest appearance here.
あのカワイイ緑の恐竜ちゃんがゲスト出演です。",,,,,,,
442,"黒騎士","Black knight","p","D",0,5,255,255,0,0,28,1,0,240,1800,497,0,0,-1,120,20,0,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:5d5
HIT:HURT:5d5
HIT:HURT:5d5",,,"J0#","MALE|HUMAN|FORCE_SLEEP|DROP_1D2|OPEN_DOOR|BASH_DOOR|DROP_SKELETON|DROP_CORPSE|EVIL|RACE_EGO","1_IN_8|BLIND|SCARE|CAUSE_3|DARKNESS",,"$He is a figure encased in deep black plate armour; he looks at you 
$menacingly.
彼は漆黒のプレートアーマーに身を包み、威嚇的に冒険者を見つめる。",,,,,,,
443,"タツノオトシゴ","Seahorse","l","o",84,255,255,255,0,0,36,2,0,860,0,0,0,0,-1,120,20,60,20,18,18,18,18,18,18,170,0,60,0,160,0,50,0,"BITE:PARALYZE:4d5
BITE:LOSE_DEX:4d5
BITE:LOSE_CON:4d5",,,"JZ#","FORCE_SLEEP|AQUATIC|GOOD|ANIMAL|IM_COLD|IM_POIS|IM_FIRE|IM_ELEC|RES_WATE|WILD_OCEAN","1_IN_5|BO_WATE|BO_COLD|BO_ICEE|BO_MANA",,"$Your mind is filled with admiration as you view this wondrous, 
$magical seahorse.
この素晴らしい魔法のタツノオトシゴを見たら
感心して夢中になってしまうだろう。",,,,,,,
444,"サイクロプス","Cyclops","P","u",32,255,255,255,0,0,28,2,0,350,2000,490,0,0,-1,120,20,90,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"SHOOT:HURT:7d6
HIT:HURT:9d8
HIT:HURT:9d8",,,"JZ#","FORCE_SLEEP|DROP_1D2|TAKE_ITEM|WILD_SHORE|WILD_MOUNTAIN|BASH_DOOR|OPEN_DOOR|MOVE_BODY|DROP_CORPSE|EAT_GIVE_STR|EVIL|IM_POIS|IM_ACID","1_IN_8|SHOOT",,"$A gigantic humanoid with but one eye.
一つ目の巨人だ。",,,,,,,
445,"透視術者","Clairvoyant","p","B",0,9,255,255,0,0,28,3,0,250,6000,637,0,0,-1,120,100,0,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:CONFUSE:5d5
HIT:TERRIFY:5d5",,,"JZ#","MALE|HAS_LITE_2|HUMAN|FORCE_SLEEP|DROP_1D2|DROP_SKELETON|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|SMART|EAT_GIVE_WIS|EVIL|RACE_EGO","1_IN_8|BLIND|MIND_BLAST|HOLD|CAUSE_3|FORGET|S_MONSTER",,"$He is using his supernatural talents to bring about your 
$destruction.
彼はその超自然的な能力を、あなたを倒すことに使っている。",,,,,,,
446,"巨大紫イモムシ","Giant purple worm","w","v",89,255,255,255,0,0,18,4,0,400,0,0,0,0,-1,110,14,65,30,14,14,14,14,14,14,230,20,140,3,230,20,140,3,"HIT:HURT:1d8
BITE:ACID:2d8
STING:POISON:1d8",,,"J0#","BASH_DOOR|DROP_CORPSE|EAT_ACIDIC|EAT_POISONOUS|ANIMAL|IM_ACID|IM_POIS|CAN_SWIM",,,"$It is a massive worm form, many feet in length.  Its vast maw drips acid 
$and poison.
それはたくさんの足を持ったイモムシだ。その巨大な胃袋は酸と毒に満ちている。",,,,,,,
447,"カトブレパス","Catoblepas","q","g",86,255,255,255,0,0,29,2,0,400,0,0,0,0,-1,110,15,55,40,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"GAZE:TERRIFY:2d4
GAZE:BLIND:2d4
BUTT:HURT:2d6
BITE:HURT:2d12",,,"J0#","ONLY_GOLD|DROP_2D2|DROP_CORPSE|EVIL|BASH_DOOR|CAN_SWIM|WILD_SWAMP|ANIMAL|IM_POIS|RIDING|EAT_BLIND",,,"$A strange ox-like form with a huge head but a thin, weak neck, it looks 
$like the creation of some deranged alchemist.
牛に似ているが頭は巨大で首は細くて折れそうだ。錯乱した錬金術師により
作られた生物のようだ。",,,,,,,
448,"レッサー・ウォールモンスター","Lesser wall monster","#","W",90,255,255,255,0,0,28,4,0,60,2000,718,0,0,-1,110,20,75,40,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:2d6
HIT:HURT:2d6
HIT:HURT:2d6",,,,"FORCE_SLEEP|COLD_BLOOD|EMPTY_MIND|KILL_WALL|RAND_50|MULTIPLY|BASH_DOOR|IM_COLD|IM_ACID|IM_FIRE|IM_ELEC|IM_POIS|NONLIVING|HURT_ROCK|NO_CONF|NO_SLEEP|CHAR_MULTI|RES_SHAR",,,"$A sentient, moving section of wall.
意識を持った、動き回る壁の一部だ。",,,,,,,
449,"メイジ","Mage","p","r",0,255,255,255,0,0,28,1,0,150,2500,571,0,0,-1,110,20,0,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"HIT:HURT:2d5
HIT:HURT:2d5
TOUCH:DR_MANA:2d6",,,"J0#","MALE|HAS_LITE_2|HUMAN|FORCE_SLEEP|ONLY_ITEM|DROP_1D2|DROP_SKELETON|DROP_CORPSE|SMART|OPEN_DOOR|BASH_DOOR|EAT_GIVE_INT|EAT_LOSE_STR|EVIL|RACE_EGO","1_IN_3|HASTE|TPORT|TELE_TO|BLIND|CONF|BO_FIRE|BO_COLD|BO_ELEC|S_MONSTER",,"$A fat mage with glasses.
メガネをかけた太ったメイジだ。",,,,,,,
450,"マインド・フレイヤー","Mind flayer","h","v",36,255,255,255,0,0,28,1,0,200,0,0,0,0,-1,110,20,60,10,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"GAZE:LOSE_INT:2d6
GAZE:LOSE_INT:2d6",,,"J0#","FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|EAT_GIVE_INT|EAT_GIVE_WIS|ONLY_ITEM|DROP_60|DROP_1D2|OPEN_DOOR|BASH_DOOR|EVIL|NO_CONF|NO_SLEEP","1_IN_8|BLIND|HOLD|SCARE|MIND_BLAST|BRAIN_SMASH|FORGET",,"$A humanoid form with a gruesome head, tentacular mouth, and piercing 
$eyes.  Claws reach out for you and you feel a presence invade your mind.
巨大な頭部と触手のついた口、そして突き刺すように見つめる目をした
人間型の生物だ。その爪に触られると精神がかき乱されるような気がする。",,,,,,,
